IP source,port source,source geo,IP dest,port dest,dest geo,HTTP request type
10.6.172.101,61389,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62343,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49465,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53640,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60216,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52778,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65409,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64428,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64156,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60009,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52778,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61389,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62343,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60216,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49465,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53640,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64428,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65409,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64156,no geo info,
10.6.172.101,55527,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55028,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51126,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58273,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53755,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62838,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61051,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52103,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59252,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56444,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59252,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56444,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55028,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61051,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58273,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55527,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52103,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51126,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62838,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53755,no geo info,
10.6.172.101,53552,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57983,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49548,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53552,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57983,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49548,no geo info,
10.6.172.101,55308,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55550,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60510,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61435,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55646,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51119,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60838,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61716,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60399,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59853,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55308,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55550,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60510,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61435,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55646,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59853,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60399,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61716,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51119,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60838,no geo info,
10.6.172.101,49158,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.101,58836,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55831,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55337,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54332,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53661,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57943,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56120,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53856,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56152,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64839,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55831,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53661,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64839,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55337,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57943,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56152,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58836,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56120,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54332,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53856,no geo info,
10.6.172.101,57655,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57655,no geo info,
10.6.172.101,61143,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61143,no geo info,
10.6.172.101,56696,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56696,no geo info,
10.6.172.101,63967,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63967,no geo info,
10.6.172.101,61036,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64251,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61036,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64251,no geo info,
10.6.172.101,53920,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60316,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53920,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60316,no geo info,
10.6.172.101,52317,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52317,no geo info,
10.6.172.101,49158,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.101,64193,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64193,no geo info,
10.6.172.101,59032,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56221,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,63176,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59032,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56221,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63176,no geo info,
10.6.172.101,64933,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64350,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59168,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62236,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64350,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64933,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62236,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59168,no geo info,
10.6.172.101,61703,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60199,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61703,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60199,no geo info,
10.6.172.101,58611,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55204,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55204,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58611,no geo info,
10.6.172.101,59037,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59037,no geo info,
10.6.172.101,56017,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49506,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56017,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49506,no geo info,
10.6.172.101,49353,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,63349,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61387,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54035,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49353,no geo info,
10.6.172.101,50833,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61387,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50833,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54035,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63349,no geo info,
10.6.172.101,53848,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53848,no geo info,
10.6.172.101,56990,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56990,no geo info,
10.6.172.101,63890,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63890,no geo info,
10.6.172.101,54364,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51671,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62038,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51830,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53416,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54364,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51671,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62038,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51830,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53416,no geo info,
10.6.172.101,50793,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65447,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59649,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53736,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,50088,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61530,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61806,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52738,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60075,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52508,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61043,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59115,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52240,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57562,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65237,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53736,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59649,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61530,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65447,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61806,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52738,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60075,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52508,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61043,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59115,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52240,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50793,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57562,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65237,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50088,no geo info,
10.6.172.101,60153,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62012,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52763,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60153,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62012,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52763,no geo info,
10.6.172.101,59113,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53272,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52859,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57609,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49383,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53869,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53272,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59113,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52859,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57609,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53869,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49383,no geo info,
10.6.172.101,59289,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59289,no geo info,
10.6.172.101,50239,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50239,no geo info,
10.6.172.101,50156,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50156,no geo info,
10.6.172.101,61794,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62664,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62664,no geo info,
10.6.172.101,61308,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54273,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54273,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61308,no geo info,
10.6.172.101,61794,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61794,no geo info,
10.6.172.101,60251,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,52602,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52602,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60251,no geo info,
10.6.172.101,49158,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.1,53,no geo info,10.6.172.101,61794,no geo info,
10.6.172.101,64564,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,63922,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64564,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63922,no geo info,
10.6.172.101,54376,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,55338,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,51323,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,60654,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60654,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51323,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54376,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55338,no geo info,
10.6.172.101,52075,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52075,no geo info,
10.6.172.101,56475,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56475,no geo info,
10.6.172.101,60267,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60267,no geo info,
10.6.172.101,61829,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62123,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49291,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62123,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61829,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49291,no geo info,
10.6.172.101,58009,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58009,no geo info,
10.6.172.101,58713,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58713,no geo info,
10.6.172.101,52432,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52432,no geo info,
10.6.172.101,55733,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55733,no geo info,
10.6.172.101,50099,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.101,53235,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,53235,no geo info,
10.6.172.101,63895,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,65510,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63895,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65510,no geo info,
10.6.172.101,56486,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56486,no geo info,
10.6.172.101,61892,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61892,no geo info,
10.6.172.101,55538,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55538,no geo info,
10.6.172.101,63560,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63560,no geo info,
10.6.172.101,60945,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60945,no geo info,
10.6.172.101,54910,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54910,no geo info,
10.6.172.101,60303,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60303,no geo info,
10.6.172.101,51201,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51201,no geo info,
10.6.172.101,61803,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61803,no geo info,
10.6.172.101,51257,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,61776,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51257,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61776,no geo info,
10.6.172.101,59726,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59726,no geo info,
10.6.172.101,65166,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65166,no geo info,
10.6.172.101,51776,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51776,no geo info,
10.6.172.101,64127,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62439,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64127,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62439,no geo info,
10.6.172.101,50363,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49231,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50363,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49231,no geo info,
10.6.172.101,55243,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55243,no geo info,
10.6.172.101,64302,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64302,no geo info,
10.6.172.101,57387,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57387,no geo info,
10.6.172.101,62198,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62198,no geo info,
10.6.172.101,50151,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.101,49269,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,49269,no geo info,
10.6.172.101,60876,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56611,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60876,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56611,no geo info,
10.6.172.101,59870,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59870,no geo info,
10.6.172.101,51176,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,51176,no geo info,
10.6.172.101,56664,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,56664,no geo info,
10.6.172.101,52175,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52175,no geo info,
10.6.172.101,58594,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58594,no geo info,
10.6.172.101,63707,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63707,no geo info,
10.6.172.101,57446,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57446,no geo info,
10.6.172.101,52945,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,52945,no geo info,
10.6.172.101,59624,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,59624,no geo info,
10.6.172.101,55229,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,55229,no geo info,
10.6.172.101,50192,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.101,62563,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54412,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,50135,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,50111,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,62563,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54412,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50111,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50135,no geo info,
10.6.172.101,50199,no geo info,176.119.29.14,80,Ukraine,POST
10.6.172.101,64415,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64415,no geo info,
10.6.172.101,60134,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,60134,no geo info,
10.6.172.101,65482,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,65482,no geo info,
10.6.172.101,61073,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,63971,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,61073,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,63971,no geo info,
10.6.172.101,54941,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54941,no geo info,
10.6.172.101,50846,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,57802,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,50846,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,57802,no geo info,
10.6.172.101,54793,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64932,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54349,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58703,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,49689,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58765,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,58060,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,56285,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64575,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64072,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,59215,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,54690,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,62242,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,53696,no geo info,10.6.172.1,53,no geo info,
10.6.172.101,64324,no geo info,10.6.172.1,53,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,64932,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,54793,no geo info,
10.6.172.1,53,no geo info,10.6.172.101,58765,no geo info,
